19:44:3.851,3,89340,Sale,8,1
19:44:3.910,3,89341,Entra,9,1
19:44:3.199,3,89341,Sale,9,1
19:44:3.239,3,89344,Entra,10,1
19:44:4.245,3,89344,Sale,10,1
19:44:4.296,3,89221,Entra,11,1
19:44:4.81,3,89221,Sale,11,1
19:44:4.130,3,89278,Entra,12,1
19:44:5.971,3,89278,Sale,12,1
19:44:5.31,3,89281,Entra,13,1
19:44:6.157,3,89281,Sale,13,1
19:44:6.214,3,89299,Entra,14,1
19:44:6.39,3,89299,Sale,14,1
19:44:6.98,3,89293,Entra,15,1
19:44:7.734,3,89293,Sale,15,1
19:44:7.782,3,89287,Entra,16,1
19:44:7.688,3,89287,Sale,16,1
19:44:7.737,3,89296,Entra,17,1
19:44:8.32,3,89296,Sale,17,1
19:44:8.82,3,89302,Entra,18,1
19:44:8.11,3,89302,Sale,18,1
19:44:8.63,3,89243,Entra,19,1
19:44:9.800,3,89243,Sale,19,1
19:44:9.849,3,89306,Entra,20,1
19:44:9.764,3,89306,Sale,20,1
19:44:9.826,3,89247,Entra,21,1
19:44:10.689,3,89247,Sale,21,1
19:44:10.745,3,89326,Entra,22,1
19:44:10.320,3,89326,Sale,22,1
19:44:10.207,3,89196,Entra,23,1
19:44:11.691,3,89196,Sale,23,1
19:44:11.751,3,89199,Entra,24,1
19:44:11.840,3,89199,Sale,24,1
19:44:11.896,3,89202,Entra,25,1
19:44:12.329,3,89202,Sale,25,1
19:44:12.388,3,89212,Entra,26,1
19:44:0.593,7,89455,Sale,3,1
19:44:0.645,7,89457,Entra,4,1
19:44:1.750,7,89457,Sale,4,1
19:44:1.801,7,89459,Entra,5,1
19:44:1.984,7,89459,Sale,5,1
19:44:1.29,7,89460,Entra,6,1
19:44:2.999,7,89460,Sale,6,1
19:44:2.45,7,89465,Entra,7,1
19:44:3.299,7,89465,Sale,7,1
19:44:3.464,7,89468,Entra,8,1
19:44:3.521,7,89468,Sale,8,1
19:44:3.589,7,89471,Entra,9,1
19:44:4.312,7,89471,Sale,9,1
19:44:4.355,7,89474,Entra,10,1
19:44:4.378,7,89474,Sale,10,1
19:44:4.447,7,89480,Entra,11,1
19:44:5.402,7,89480,Sale,11,1
19:44:5.451,7,89481,Entra,12,1
19:44:5.333,7,89481,Sale,12,1
19:44:5.381,7,89485,Entra,13,1
19:44:6.106,7,89485,Sale,13,1
19:44:6.147,7,89487,Entra,14,1
19:44:6.799,7,89487,Sale,14,1
19:44:6.859,7,89558,Entra,15,1
19:44:7.700,7,89558,Sale,15,1
19:44:7.122,7,89562,Entra,16,1
19:44:7.48,7,89562,Sale,16,1
19:44:7.110,7,89564,Entra,17,1
19:44:8.368,7,89564,Sale,17,1
19:44:8.477,7,89490,Entra,18,1
19:44:8.632,7,89490,Sale,18,1
19:44:8.267,7,89491,Entra,19,1
19:44:9.316,7,89491,Sale,19,1
19:44:9.355,7,89492,Entra,20,1
19:44:9.780,7,89492,Sale,20,1
19:44:9.829,7,89494,Entra,21,1
19:44:10.980,7,89494,Sale,21,1
19:44:10.509,7,89495,Entra,22,1
19:44:10.633,7,89495,Sale,22,1
19:44:10.679,7,89498,Entra,23,1
19:44:11.560,7,89498,Sale,23,1
19:44:11.597,7,89500,Entra,24,1
19:44:11.115,7,89500,Sale,24,1
19:44:11.169,7,89502,Entra,25,1
19:44:12.83,7,89502,Sale,25,1
19:44:12.126,7,89507,Entra,26,1
19:44:0.117,8,89789,Sale,3,1
19:44:0.222,8,89786,Entra,4,1
19:44:1.16,8,89786,Sale,4,1
19:44:1.719,8,89794,Entra,5,1
19:44:2.145,8,89794,Sale,5,1
19:44:2.190,8,89784,Entra,6,1
19:44:2.416,8,89784,Sale,6,1
19:44:2.508,8,89782,Entra,7,1
19:44:3.552,8,89782,Sale,7,1
19:44:3.608,8,89780,Entra,8,1
19:44:3.854,8,89780,Sale,8,1
19:44:3.913,8,89777,Entra,9,1
19:44:4.77,8,89777,Sale,9,1
19:44:4.127,8,89776,Entra,10,1
19:44:4.108,8,89776,Sale,10,1
19:44:4.169,8,89802,Entra,11,1
19:44:5.483,8,89802,Sale,11,1
19:44:5.184,8,89803,Entra,12,1
19:44:5.702,8,89803,Sale,12,1
19:44:5.794,8,89806,Entra,13,1
19:44:6.393,8,89806,Sale,13,1
19:44:6.435,8,89810,Entra,14,1
19:44:6.428,8,89810,Sale,14,1
19:44:6.483,8,89811,Entra,15,1
19:44:7.501,8,89811,Sale,15,1
19:44:7.550,8,89816,Entra,16,1
19:44:7.654,8,89816,Sale,16,1
19:44:7.700,8,89817,Entra,17,1
19:44:8.778,8,89817,Sale,17,1
19:44:8.824,8,89820,Entra,18,1
19:44:8.645,8,89820,Sale,18,1
19:44:8.696,8,89822,Entra,19,1
19:44:9.954,8,89822,Sale,19,1
19:44:9.6,8,89824,Entra,20,1
19:44:9.584,8,89824,Sale,20,1
19:44:9.648,8,89827,Entra,21,1
19:44:10.459,8,89827,Sale,21,1
19:44:10.522,8,89831,Entra,22,1
19:44:11.957,8,89831,Sale,22,1
19:44:11.21,8,89832,Entra,23,1
19:44:11.483,8,89832,Sale,23,1
19:44:11.543,8,89838,Entra,24,1
19:44:12.520,8,89838,Sale,24,1
19:44:12.565,8,89839,Entra,25,1
19:44:0.888,9,89681,Sale,3,1
19:44:0.949,9,89683,Entra,4,1
19:44:1.770,9,89683,Sale,4,1
19:44:1.827,9,89685,Entra,5,1
19:44:1.858,9,89685,Sale,5,1
19:44:1.900,9,89687,Entra,6,1
19:44:2.32,9,89687,Sale,6,1
19:44:2.81,9,89690,Entra,7,1
19:44:3.822,9,89690,Sale,7,1
19:44:3.878,9,89693,Entra,8,1
19:44:3.869,9,89693,Sale,8,1
19:44:3.917,9,89695,Entra,9,1
19:44:4.57,9,89695,Sale,9,1
19:44:4.112,9,89699,Entra,10,1
19:44:4.152,9,89699,Sale,10,1
19:44:4.217,9,89703,Entra,11,1
19:44:5.811,9,89703,Sale,11,1
19:44:5.853,9,89705,Entra,12,1
19:44:5.558,9,89705,Sale,12,1
19:44:5.600,9,89706,Entra,13,1
19:44:6.377,9,89706,Sale,13,1
19:44:6.419,9,89711,Entra,14,1
19:44:6.515,9,89711,Sale,14,1
19:44:6.564,9,89713,Entra,15,1
19:44:7.587,9,89713,Sale,15,1
19:44:7.629,9,89717,Entra,16,1
19:44:7.687,9,89717,Sale,16,1
19:44:7.736,9,89719,Entra,17,1
19:44:8.421,9,89719,Sale,17,1
19:44:8.466,9,89721,Entra,18,1
19:44:8.201,9,89721,Sale,18,1
19:44:8.258,9,89723,Entra,19,1
19:44:9.77,9,89723,Sale,19,1
19:44:9.121,9,89725,Entra,20,1
19:44:9.469,9,89725,Sale,20,1
19:44:9.531,9,89727,Entra,21,1
19:44:10.421,9,89727,Sale,21,1
19:44:10.467,9,89731,Entra,22,1
19:44:10.86,9,89731,Sale,22,1
19:44:10.135,9,89733,Entra,23,1
19:44:11.465,9,89733,Sale,23,1
19:44:11.505,9,89737,Entra,24,1
19:44:11.783,9,89737,Sale,24,1
19:44:11.877,9,89739,Entra,25,1
19:44:12.724,9,89739,Sale,25,1
19:44:12.799,9,89740,Entra,26,1
19:44:0.13,10,89860,Sale,3,1
19:44:0.101,10,89765,Entra,4,1
19:44:1.623,10,89765,Sale,4,1
19:44:1.688,10,89763,Entra,5,1
19:44:1.508,10,89763,Sale,5,1
19:44:1.557,10,89762,Entra,6,1
19:44:2.584,10,89762,Sale,6,1
19:44:2.635,10,89761,Entra,7,1
19:44:2.163,10,89761,Sale,7,1
19:44:2.217,10,89760,Entra,8,1
19:44:3.771,10,89760,Sale,8,1
19:44:3.827,10,89759,Entra,9,1
19:44:3.60,10,89759,Sale,9,1
19:44:3.103,10,89757,Entra,10,1
19:44:4.918,10,89757,Sale,10,1
19:44:4.969,10,89756,Entra,11,1
19:44:4.340,10,89756,Sale,11,1
19:44:4.388,10,89755,Entra,12,1
19:44:5.737,10,89755,Sale,12,1
19:44:5.801,10,89753,Entra,13,1
19:44:5.873,10,89753,Sale,13,1
19:44:5.975,10,89767,Entra,14,1
19:44:6.371,10,89767,Sale,14,1
19:44:6.422,10,89768,Entra,15,1
19:44:6.926,10,89768,Sale,15,1
19:44:6.20,10,89845,Entra,16,1
19:44:7.275,10,89845,Sale,16,1
19:44:7.339,10,89848,Entra,17,1
19:44:7.665,10,89848,Sale,17,1
19:44:7.755,10,89849,Entra,18,1
19:44:8.729,10,89849,Sale,18,1
19:44:8.790,10,89852,Entra,19,1
19:44:8.39,10,89852,Sale,19,1
19:44:8.102,10,89855,Entra,20,1
19:44:9.107,10,89855,Sale,20,1
19:44:9.166,10,89856,Entra,21,1
19:44:9.710,10,89856,Sale,21,1
19:44:9.793,10,89851,Entra,22,1
19:44:10.281,10,89851,Sale,22,1
19:44:10.346,10,89846,Entra,23,1
19:44:10.4,10,89846,Sale,23,1
19:44:10.76,10,89853,Entra,24,1
19:44:11.828,10,89853,Sale,24,1
19:44:11.872,10,89857,Entra,25,1
19:44:11.775,10,89857,Sale,25,1
19:44:11.815,10,89858,Entra,26,1
19:44:12.66,10,89858,Sale,26,1
19:44:12.983,3,89212,Sale,26,1
19:44:12.36,3,89217,Entra,27,1
19:44:13.366,3,89217,Sale,27,1
19:44:13.418,3,89268,Entra,28,1
19:44:13.514,3,89268,Sale,28,1
19:44:13.570,3,89271,Entra,29,1
19:44:14.154,3,89271,Sale,29,1
19:44:14.206,3,89274,Entra,30,1
19:44:14.797,3,89274,Sale,30,1
19:44:14.851,3,89310,Entra,31,1
19:44:15.102,3,89310,Sale,31,1
19:44:15.145,3,89314,Entra,32,1
19:44:15.300,3,89314,Sale,32,1
19:44:15.347,3,89317,Entra,33,1
19:44:16.191,3,89317,Sale,33,1
19:44:16.237,3,89320,Entra,34,1
19:44:16.75,3,89320,Sale,34,1
19:44:16.123,3,89332,Entra,35,1
19:44:17.26,3,89332,Sale,35,1
19:44:17.72,3,89345,Entra,36,1
19:44:17.67,3,89345,Sale,36,1
19:44:17.116,3,89347,Entra,37,1
19:44:18.835,3,89347,Sale,37,1
19:44:18.881,3,89348,Entra,38,1
19:44:18.160,3,89348,Sale,38,1
19:44:18.216,3,89349,Entra,39,1
19:44:19.450,3,89349,Sale,39,1
19:44:19.492,3,89351,Entra,40,1
19:44:19.830,3,89351,Sale,40,1
19:44:19.876,3,89352,Entra,41,1
19:44:20.249,3,89352,Sale,41,1
19:44:20.293,3,89353,Entra,42,1
19:44:20.925,3,89353,Sale,42,1
19:44:20.973,3,89354,Entra,43,1
19:44:21.434,3,89354,Sale,43,1
19:44:21.475,3,89356,Entra,44,1
19:44:22.940,3,89356,Sale,44,1
19:44:22.987,3,89359,Entra,45,1
19:44:22.691,3,89359,Sale,45,1
19:44:22.736,3,89360,Entra,46,1
19:44:23.209,3,89360,Sale,46,1
19:44:23.254,3,89361,Entra,47,1
19:44:23.979,3,89361,Sale,47,1
19:44:23.20,3,89362,Entra,48,1
19:44:24.152,3,89362,Sale,48,1
19:44:24.202,3,89343,Entra,49,1
19:44:24.313,3,89343,Sale,49,1
19:44:24.411,3,89250,Entra,50,1
19:44:25.238,3,89250,Sale,50,1
19:44:25.301,3,89329,Entra,51,1
19:44:25.219,3,89329,Sale,51,1
19:44:12.0,2,89177,Sale,26,1
19:44:12.48,2,89181,Entra,27,1
19:44:13.557,2,89181,Sale,27,1
19:44:13.598,2,89190,Entra,28,1
19:44:13.49,2,89190,Sale,28,1
19:44:13.95,2,89173,Entra,29,1
19:44:14.17,2,89173,Sale,29,1
19:44:14.59,2,89164,Entra,30,1
19:44:14.227,2,89164,Sale,30,1
19:44:14.271,2,89275,Entra,31,1
19:44:15.673,2,89275,Sale,31,1
19:44:15.717,2,89154,Entra,32,1
19:44:15.26,2,89154,Sale,32,1
19:44:15.69,2,89235,Entra,33,1
19:44:16.164,2,89235,Sale,33,1
19:44:16.219,2,89288,Entra,34,1
19:44:16.370,2,89288,Sale,34,1
19:44:16.426,2,89172,Entra,35,1
19:44:17.114,2,89172,Sale,35,1
19:44:17.158,2,89198,Entra,36,1
19:44:17.214,2,89198,Sale,36,1
19:44:17.314,2,89294,Entra,37,1
19:44:18.708,2,89294,Sale,37,1
19:44:18.764,2,89300,Entra,38,1
19:44:18.3,2,89300,Sale,38,1
19:44:18.55,2,89291,Entra,39,1
19:44:19.654,2,89291,Sale,39,1
19:44:19.705,2,89303,Entra,40,1
19:44:19.687,2,89303,Sale,40,1
19:44:19.735,2,89213,Entra,41,1
19:44:20.528,2,89213,Sale,41,1
19:44:20.572,2,89211,Entra,42,1
19:44:20.383,2,89211,Sale,42,1
19:44:20.433,2,89309,Entra,43,1
19:44:21.919,2,89309,Sale,43,1
19:44:21.963,2,89307,Entra,44,1
19:44:22.661,2,89307,Sale,44,1
19:44:22.710,2,89325,Entra,45,1
19:44:22.216,2,89325,Sale,45,1
19:44:22.258,2,89316,Entra,46,1
19:44:23.601,2,89316,Sale,46,1
19:44:23.662,2,89318,Entra,47,1
19:44:23.312,2,89318,Sale,47,1
19:44:23.363,2,89170,Entra,48,1
19:44:24.593,2,89170,Sale,48,1
19:44:24.690,2,89439,Entra,49,1
19:44:24.508,2,89439,Sale,49,1
19:44:24.584,2,89327,Entra,50,1
19:44:25.971,2,89327,Sale,50,1
19:44:25.40,2,89248,Entra,51,1
19:44:25.483,2,89248,Sale,51,1
19:44:25.535,2,89323,Entra,52,1
19:44:12.595,1,89270,Sale,26,1
19:44:12.634,1,89308,Entra,27,1
19:44:13.449,1,89308,Sale,27,1
19:44:13.486,1,89311,Entra,28,1
19:44:13.431,1,89311,Sale,28,1
19:44:13.479,1,89313,Entra,29,1
19:44:14.65,1,89313,Sale,29,1
19:44:14.123,1,89315,Entra,30,1
19:44:14.325,1,89315,Sale,30,1
19:44:14.366,1,89319,Entra,31,1
19:44:15.666,1,89319,Sale,31,1
19:44:15.703,1,89324,Entra,32,1
19:44:15.126,1,89324,Sale,32,1
19:44:15.166,1,89330,Entra,33,1
19:44:16.375,1,89330,Sale,33,1
19:44:16.88,1,89249,Entra,34,1
19:44:16.190,1,89249,Sale,34,1
19:44:16.241,1,89142,Entra,35,1
19:44:17.626,1,89142,Sale,35,1
19:44:17.715,1,89141,Entra,36,1
19:44:17.127,1,89141,Sale,36,1
19:44:17.190,1,89140,Entra,37,1
19:44:18.270,1,89140,Sale,37,1
19:44:18.346,1,89242,Entra,38,1
19:44:18.636,1,89242,Sale,38,1
19:44:19.706,1,89240,Entra,39,1
19:44:19.157,1,89240,Sale,39,1
19:44:19.207,1,89214,Entra,40,1
19:44:20.148,1,89214,Sale,40,1
19:44:20.213,1,89210,Entra,41,1
19:44:20.888,1,89210,Sale,41,1
19:44:20.939,1,89203,Entra,42,1
19:44:21.492,1,89203,Sale,42,1
19:44:21.558,1,89194,Entra,43,1
19:44:21.382,1,89194,Sale,43,1
19:44:21.438,1,89180,Entra,44,1
19:44:22.541,1,89180,Sale,44,1
19:44:22.590,1,89145,Entra,45,1
19:44:22.840,1,89145,Sale,45,1
19:44:22.886,1,89138,Entra,46,1
19:44:23.384,1,89138,Sale,46,1
19:44:23.777,1,89143,Entra,47,1
19:44:23.572,1,89143,Sale,47,1
19:44:23.617,1,89151,Entra,48,1
19:44:24.237,1,89151,Sale,48,1
19:44:24.288,1,89171,Entra,49,1
19:44:24.444,1,89171,Sale,49,1
19:44:24.696,1,89182,Entra,50,1
19:44:25.211,1,89182,Sale,50,1
19:44:25.299,1,89191,Entra,51,1
19:44:12.888,4,89661,Sale,25,1
19:44:12.938,4,89664,Entra,26,1
19:44:13.316,4,89664,Sale,26,1
19:44:13.363,4,89668,Entra,27,1
19:44:13.967,4,89668,Sale,27,1
19:44:13.16,4,89670,Entra,28,1
19:44:14.28,4,89670,Sale,28,1
19:44:14.85,4,89672,Entra,29,1
19:44:14.317,4,89672,Sale,29,1
19:44:14.368,4,89673,Entra,30,1
19:44:15.944,4,89673,Sale,30,1
19:44:15.13,4,89606,Entra,31,1
19:44:15.997,4,89606,Sale,31,1
19:44:15.43,4,89607,Entra,32,1
19:44:16.910,4,89607,Sale,32,1
19:44:16.962,4,89610,Entra,33,1
19:44:16.913,4,89610,Sale,33,1
19:44:16.959,4,89611,Entra,34,1
19:44:17.357,4,89611,Sale,34,1
19:44:17.403,4,89613,Entra,35,1
19:44:17.432,4,89613,Sale,35,1
19:44:17.525,4,89615,Entra,36,1
19:44:18.519,4,89615,Sale,36,1
19:44:18.567,4,89619,Entra,37,1
19:44:18.618,4,89619,Sale,37,1
19:44:18.666,4,89620,Entra,38,1
19:44:19.252,4,89620,Sale,38,1
19:44:19.298,4,89624,Entra,39,1
19:44:19.134,4,89624,Sale,39,1
19:44:19.175,4,89628,Entra,40,1
19:44:20.165,4,89628,Sale,40,1
19:44:20.259,4,89631,Entra,41,1
19:44:20.171,4,89631,Sale,41,1
19:44:20.219,4,89632,Entra,42,1
19:44:21.182,4,89632,Sale,42,1
19:44:21.228,4,89633,Entra,43,1
19:44:21.213,4,89633,Sale,43,1
19:44:21.259,4,89637,Entra,44,1
19:44:22.394,4,89637,Sale,44,1
19:44:22.449,4,89644,Entra,45,1
19:44:22.727,4,89644,Sale,45,1
19:44:22.773,4,89647,Entra,46,1
19:44:23.364,4,89647,Sale,46,1
19:44:23.423,4,89648,Entra,47,1
19:44:24.382,4,89648,Sale,47,1
19:44:24.428,4,89650,Entra,48,1
19:44:24.748,4,89650,Sale,48,1
19:44:24.800,4,89651,Entra,49,1
19:44:25.297,4,89651,Sale,49,1
19:44:25.362,4,89654,Entra,50,1
19:44:25.412,4,89654,Sale,50,1
19:44:25.473,4,89655,Entra,51,1
19:44:12.209,10,89846,Entra,27,2
19:44:13.316,10,89846,Sale,27,2
19:44:13.377,10,89865,Entra,28,1
19:44:13.909,10,89865,Sale,28,1
19:44:13.1,10,89867,Entra,29,1
19:44:14.648,10,89867,Sale,29,1
19:44:14.692,10,89871,Entra,30,1
19:44:14.197,10,89871,Sale,30,1
19:44:14.241,10,89875,Entra,31,1
19:44:15.20,10,89875,Sale,31,1
19:44:15.72,10,89877,Entra,32,1
19:44:15.894,10,89877,Sale,32,1
19:44:15.943,10,89879,Entra,33,1
19:44:16.221,10,89879,Sale,33,1
19:44:16.273,10,89881,Entra,34,1
19:44:16.633,10,89881,Sale,34,1
19:44:16.691,10,89859,Entra,35,1
19:44:17.928,10,89859,Sale,35,1
19:44:17.986,10,89882,Entra,36,1
19:44:17.589,10,89882,Sale,36,1
19:44:17.664,10,89883,Entra,37,1
19:44:18.865,10,89883,Sale,37,1
19:44:18.912,10,89885,Entra,38,1
19:44:18.981,10,89885,Sale,38,1
19:44:18.33,10,89886,Entra,39,1
19:44:19.347,10,89886,Sale,39,1
19:44:19.406,10,89888,Entra,40,1
19:44:19.960,10,89888,Sale,40,1
19:44:19.5,10,89891,Entra,41,1
19:44:20.56,10,89891,Sale,41,1
19:44:20.99,10,89890,Entra,42,1
19:44:20.26,10,89890,Sale,42,1
19:44:20.72,10,89893,Entra,43,1
19:44:21.819,10,89893,Sale,43,1
19:44:21.872,10,89895,Entra,44,1
19:44:21.174,10,89895,Sale,44,1
19:44:21.244,10,89863,Entra,45,1
19:44:22.711,10,89863,Sale,45,1
19:44:22.818,10,89894,Entra,46,1
19:44:22.2,10,89894,Sale,46,1
19:44:22.90,10,89864,Entra,47,1
19:44:23.126,10,89864,Sale,47,1
19:44:23.177,10,89884,Entra,48,1
19:44:23.109,10,89884,Sale,48,1
19:44:23.178,10,89870,Entra,49,1
19:44:24.427,10,89870,Sale,49,1
19:44:24.514,10,89873,Entra,50,1
19:44:25.195,10,89873,Sale,50,1
19:44:25.299,10,89896,Entra,51,1
19:44:25.799,10,89896,Sale,51,1
19:44:25.96,10,89874,Entra,52,1
19:44:13.220,9,89740,Sale,26,1
19:44:13.280,9,89745,Entra,27,1
19:44:13.379,9,89745,Sale,27,1
19:44:13.425,9,89748,Entra,28,1
19:44:14.558,9,89748,Sale,28,1
